INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00001','CASH',TO_DATE('2019-02-05', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00182','CASH',TO_DATE('2022-06-24', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00183','BANK',TO_DATE('2022-06-25', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00184','CASH',TO_DATE('2022-07-12', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00185','BANK',TO_DATE('2022-07-21', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00186','BANK',TO_DATE('2022-07-31', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00187','BANK',TO_DATE('2022-08-01', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00188','E-WALLET',TO_DATE('2022-08-02', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00189','CASH',TO_DATE('2022-08-14', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00190','BANK',TO_DATE('2022-08-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00191','CASH',TO_DATE('2022-08-27', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00192','E-WALLET',TO_DATE('2022-08-28', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00193','CARD',TO_DATE('2022-08-29', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00194','BANK',TO_DATE('2022-09-05', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00195','BANK',TO_DATE('2022-09-14', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00196','E-WALLET',TO_DATE('2022-09-27', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00197','CASH',TO_DATE('2022-10-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00198','CASH',TO_DATE('2022-10-18', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00199','E-WALLET',TO_DATE('2022-10-24', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00200','CARD',TO_DATE('2022-10-25', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00201','E-WALLET',TO_DATE('2022-11-04', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00202','BANK',TO_DATE('2022-11-17', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00203','BANK',TO_DATE('2022-11-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00204','E-WALLET',TO_DATE('2022-11-21', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00205','CASH',TO_DATE('2022-11-26', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00206','BANK',TO_DATE('2022-12-01', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00207','CASH',TO_DATE('2022-12-04', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00208','E-WALLET',TO_DATE('2022-12-05', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00209','CARD',TO_DATE('2022-12-22', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00210','BANK',TO_DATE('2022-12-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00211','BANK',TO_DATE('2023-01-01', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00212','E-WALLET',TO_DATE('2023-01-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00213','CASH',TO_DATE('2023-01-25', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00214','BANK',TO_DATE('2023-02-06', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00215','CASH',TO_DATE('2023-02-09', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00216','CASH',TO_DATE('2023-02-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00217','E-WALLET',TO_DATE('2023-02-24', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00218','CARD',TO_DATE('2023-03-01', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00219','CASH',TO_DATE('2023-03-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00220','E-WALLET',TO_DATE('2023-03-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00221','CARD',TO_DATE('2023-04-05', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00222','BANK',TO_DATE('2023-04-08', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00223','BANK',TO_DATE('2023-04-27', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00224','E-WALLET',TO_DATE('2023-05-05', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00225','CASH',TO_DATE('2023-05-06', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00226','BANK',TO_DATE('2023-05-21', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00227','CASH',TO_DATE('2023-05-25', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00228','CASH',TO_DATE('2023-05-26', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00229','E-WALLET',TO_DATE('2023-05-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00230','CARD',TO_DATE('2023-06-14', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00231','BANK',TO_DATE('2023-06-22', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00232','BANK',TO_DATE('2023-06-23', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00233','E-WALLET',TO_DATE('2023-06-27', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00234','CASH',TO_DATE('2023-06-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00235','CASH',TO_DATE('2023-07-06', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00236','E-WALLET',TO_DATE('2023-07-14', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00237','CARD',TO_DATE('2023-07-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00238','BANK',TO_DATE('2023-07-19', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00239','BANK',TO_DATE('2023-07-21', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00240','E-WALLET',TO_DATE('2023-08-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00241','CASH',TO_DATE('2023-08-14', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00242','E-WALLET',TO_DATE('2023-08-31', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00243','CARD',TO_DATE('2023-09-13', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00244','BANK',TO_DATE('2023-09-21', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00245','BANK',TO_DATE('2023-09-25', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00246','E-WALLET',TO_DATE('2023-10-02', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00247','CASH',TO_DATE('2023-10-12', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00248','BANK',TO_DATE('2023-10-18', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00249','CASH',TO_DATE('2023-10-24', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00250','BANK',TO_DATE('2023-10-26', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00251','CASH',TO_DATE('2023-11-09', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00252','E-WALLET',TO_DATE('2023-12-25', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00253','CARD',TO_DATE('2023-12-28', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00254','BANK',TO_DATE('2024-01-01', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00255','BANK',TO_DATE('2024-01-01', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00256','E-WALLET',TO_DATE('2024-01-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00257','CASH',TO_DATE('2024-01-31', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00258','BANK',TO_DATE('2024-02-09', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00259','CASH',TO_DATE('2024-02-12', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00260','BANK',TO_DATE('2024-03-01', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00261','CASH',TO_DATE('2024-03-04', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00262','E-WALLET',TO_DATE('2024-03-06', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00263','CARD',TO_DATE('2024-03-19', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00264','BANK',TO_DATE('2024-03-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00265','BANK',TO_DATE('2024-03-29', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00266','E-WALLET',TO_DATE('2024-04-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00267','CASH',TO_DATE('2024-04-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00268','BANK',TO_DATE('2024-04-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00269','CASH',TO_DATE('2024-04-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00270','E-WALLET',TO_DATE('2024-04-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00271','CARD',TO_DATE('2024-05-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00272','BANK',TO_DATE('2024-05-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00273','BANK',TO_DATE('2024-05-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00274','E-WALLET',TO_DATE('2024-05-25', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00275','BANK',TO_DATE('2024-05-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00276','CASH',TO_DATE('2024-05-31', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00277','E-WALLET',TO_DATE('2024-06-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00278','CARD',TO_DATE('2024-06-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00279','BANK',TO_DATE('2024-06-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00280','BANK',TO_DATE('2024-06-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00281','E-WALLET',TO_DATE('2024-06-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00282','CASH',TO_DATE('2024-06-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00283','BANK',TO_DATE('2024-06-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00284','CASH',TO_DATE('2024-07-01', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00285','E-WALLET',TO_DATE('2024-07-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00286','CARD',TO_DATE('2024-07-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00287','BANK',TO_DATE('2024-07-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00288','BANK',TO_DATE('2024-07-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00289','CASH',TO_DATE('2024-07-31', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00290','E-WALLET',TO_DATE('2024-08-01', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00291','CARD',TO_DATE('2024-08-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00292','BANK',TO_DATE('2024-08-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00293','BANK',TO_DATE('2024-08-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00294','E-WALLET',TO_DATE('2024-08-23', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00295','CASH',TO_DATE('2024-08-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00296','BANK',TO_DATE('2024-08-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00297','CASH',TO_DATE('2024-09-04', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00298','BANK',TO_DATE('2024-09-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00299','CASH',TO_DATE('2024-09-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00300','CASH',TO_DATE('2024-09-25', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00301','E-WALLET',TO_DATE('2024-09-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00302','CARD',TO_DATE('2024-09-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00303','BANK',TO_DATE('2024-09-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00304','BANK',TO_DATE('2024-10-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00305','E-WALLET',TO_DATE('2024-10-25', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00306','CASH',TO_DATE('2024-10-31', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00307','BANK',TO_DATE('2024-11-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00308','CASH',TO_DATE('2024-11-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00309','BANK',TO_DATE('2024-11-25', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00310','E-WALLET',TO_DATE('2024-11-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00311','CASH',TO_DATE('2024-12-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00312','CASH',TO_DATE('2024-12-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00313','E-WALLET',TO_DATE('2024-12-15', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00314','CARD',TO_DATE('2024-12-31', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00315','BANK',TO_DATE('2024-12-31', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00316','BANK',TO_DATE('2024-12-31', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00317','E-WALLET',TO_DATE('2025-01-05', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00318','CASH',TO_DATE('2025-01-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00319','E-WALLET',TO_DATE('2025-01-20', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00320','CARD',TO_DATE('2025-01-30', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00321','BANK',TO_DATE('2025-02-10', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00322','BANK',TO_DATE('2025-02-21', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00323','E-WALLET',TO_DATE('2025-03-05', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00324','CASH',TO_DATE('2025-03-16', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00325','BANK',TO_DATE('2025-03-22', 'YYYY-MM-DD'));
INSERT INTO Payment (PaymentID, PaymentMethod, PaymentDate) VALUES ('PY00326','CASH',TO_DATE('2025-04-02', 'YYYY-MM-DD'));
