INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00001','BOOKFINE','CONDITION',TO_DATE('2019-02-01', 'YYYY-MM-DD'),TO_DATE('2019-02-08', 'YYYY-MM-DD'),15.48,0.00,15.48,'SETTLED','PY00001');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00075','ROOMFINE','CONDITION',TO_DATE('2021-06-05', 'YYYY-MM-DD'),TO_DATE('2021-06-12', 'YYYY-MM-DD'),15.00,3.00,12.00,'SETTLED','PY00113');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00076','ROOMFINE','CONDITION',TO_DATE('2021-06-15', 'YYYY-MM-DD'),TO_DATE('2021-06-22', 'YYYY-MM-DD'),15.00,1.00,14.00,'SETTLED','PY00114');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00077','ROOMFINE','CONDITION',TO_DATE('2021-07-15', 'YYYY-MM-DD'),TO_DATE('2021-07-22', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00115');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00078','BOOKFINE','CONDITION',TO_DATE('2021-07-22', 'YYYY-MM-DD'),TO_DATE('2021-07-29', 'YYYY-MM-DD'),6.99,0.00,6.99,'SETTLED','PY00116');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00079','BOOKFINE','CONDITION',TO_DATE('2021-07-22', 'YYYY-MM-DD'),TO_DATE('2021-07-29', 'YYYY-MM-DD'),81.71,0.00,81.71,'SETTLED','PY00117');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00080','ROOMFINE','CONDITION',TO_DATE('2021-08-15', 'YYYY-MM-DD'),TO_DATE('2021-08-22', 'YYYY-MM-DD'),15.00,1.00,14.00,'SETTLED','PY00122');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00081','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2021-09-02', 'YYYY-MM-DD'),TO_DATE('2021-09-09', 'YYYY-MM-DD'),12.25,5.00,7.25,'SETTLED','PY00125');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00082','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2021-09-02', 'YYYY-MM-DD'),TO_DATE('2021-09-09', 'YYYY-MM-DD'),61.68,5.00,56.68,'SETTLED','PY00126');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00083','BOOKFINE','CONDITION',TO_DATE('2021-09-04', 'YYYY-MM-DD'),TO_DATE('2021-09-11', 'YYYY-MM-DD'),81.42,1.00,80.42,'SETTLED','PY00127');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00084','ROOMFINE','CONDITION',TO_DATE('2021-09-05', 'YYYY-MM-DD'),TO_DATE('2021-09-12', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00128');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00085','ROOMFINE','CONDITION',TO_DATE('2021-09-10', 'YYYY-MM-DD'),TO_DATE('2021-09-17', 'YYYY-MM-DD'),100.00,5.00,95.00,'SETTLED','PY00129');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00086','BOOKFINE','OVERDUE',TO_DATE('2021-09-11', 'YYYY-MM-DD'),TO_DATE('2021-09-18', 'YYYY-MM-DD'),3.00,1.00,2.00,'SETTLED','PY00130');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00087','ROOMFINE','CONDITION',TO_DATE('2021-10-16', 'YYYY-MM-DD'),TO_DATE('2021-10-23', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00133');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00088','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2021-10-30', 'YYYY-MM-DD'),TO_DATE('2021-11-06', 'YYYY-MM-DD'),9.29,1.00,8.29,'SETTLED','PY00137');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00089','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2021-10-30', 'YYYY-MM-DD'),TO_DATE('2021-11-06', 'YYYY-MM-DD'),22.75,1.00,21.75,'SETTLED','PY00138');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00090','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2021-11-12', 'YYYY-MM-DD'),TO_DATE('2021-11-19', 'YYYY-MM-DD'),77.25,1.00,76.25,'SETTLED','PY00139');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00091','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2021-11-13', 'YYYY-MM-DD'),TO_DATE('2021-11-20', 'YYYY-MM-DD'),23.02,5.00,18.02,'SETTLED','PY00140');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00092','BOOKFINE','CONDITION',TO_DATE('2021-12-05', 'YYYY-MM-DD'),TO_DATE('2021-12-12', 'YYYY-MM-DD'),27.50,5.00,22.50,'SETTLED','PY00144');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00093','BOOKFINE','CONDITION',TO_DATE('2021-12-05', 'YYYY-MM-DD'),TO_DATE('2021-12-12', 'YYYY-MM-DD'),16.03,0.00,16.03,'SETTLED','PY00145');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00094','ROOMFINE','CONDITION',TO_DATE('2021-12-15', 'YYYY-MM-DD'),TO_DATE('2021-12-22', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00146');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00095','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2021-12-19', 'YYYY-MM-DD'),TO_DATE('2021-12-26', 'YYYY-MM-DD'),21.71,5.00,16.71,'SETTLED','PY00148');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00096','ROOMFINE','CONDITION',TO_DATE('2021-12-20', 'YYYY-MM-DD'),TO_DATE('2021-12-27', 'YYYY-MM-DD'),15.00,1.00,14.00,'SETTLED','PY00149');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00097','ROOMFINE','CONDITION',TO_DATE('2022-01-03', 'YYYY-MM-DD'),TO_DATE('2022-01-10', 'YYYY-MM-DD'),100.00,5.00,95.00,'SETTLED','PY00151');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00098','ROOMFINE','CONDITION',TO_DATE('2022-01-05', 'YYYY-MM-DD'),TO_DATE('2022-01-12', 'YYYY-MM-DD'),15.00,3.00,12.00,'SETTLED','PY00152');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00099','BOOKFINE','CONDITION',TO_DATE('2022-01-10', 'YYYY-MM-DD'),TO_DATE('2022-01-17', 'YYYY-MM-DD'),4.84,3.00,1.84,'SETTLED','PY00153');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00100','BOOKFINE','CONDITION',TO_DATE('2022-01-28', 'YYYY-MM-DD'),TO_DATE('2022-02-04', 'YYYY-MM-DD'),55.83,3.00,52.83,'SETTLED','PY00154');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00101','ROOMFINE','CONDITION',TO_DATE('2022-02-21', 'YYYY-MM-DD'),TO_DATE('2022-02-28', 'YYYY-MM-DD'),100.00,1.00,99.00,'SETTLED','PY00156');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00102','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2022-02-24', 'YYYY-MM-DD'),TO_DATE('2022-03-03', 'YYYY-MM-DD'),51.81,1.00,50.81,'SETTLED','PY00157');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00103','BOOKFINE','CONDITION',TO_DATE('2022-02-26', 'YYYY-MM-DD'),TO_DATE('2022-03-05', 'YYYY-MM-DD'),1.13,5.00,0.00,'WAIVED',NULL);
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00104','BOOKFINE','CONDITION',TO_DATE('2022-03-01', 'YYYY-MM-DD'),TO_DATE('2022-03-08', 'YYYY-MM-DD'),3.21,1.00,2.21,'SETTLED','PY00159');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00105','ROOMFINE','CONDITION',TO_DATE('2022-03-15', 'YYYY-MM-DD'),TO_DATE('2022-03-22', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00160');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00106','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2022-03-16', 'YYYY-MM-DD'),TO_DATE('2022-03-23', 'YYYY-MM-DD'),19.90,5.00,14.90,'SETTLED','PY00161');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00107','BOOKFINE','OVERDUE',TO_DATE('2022-03-16', 'YYYY-MM-DD'),TO_DATE('2022-03-23', 'YYYY-MM-DD'),5.00,5.00,0.00,'WAIVED',NULL);
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00108','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2022-03-18', 'YYYY-MM-DD'),TO_DATE('2022-03-25', 'YYYY-MM-DD'),23.08,5.00,18.08,'SETTLED','PY00162');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00109','BOOKFINE','CONDITION',TO_DATE('2022-03-28', 'YYYY-MM-DD'),TO_DATE('2022-04-04', 'YYYY-MM-DD'),17.56,5.00,12.56,'SETTLED','PY00163');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00110','BOOKFINE','CONDITION',TO_DATE('2022-04-05', 'YYYY-MM-DD'),TO_DATE('2022-04-12', 'YYYY-MM-DD'),54.22,5.00,49.22,'SETTLED','PY00164');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00111','ROOMFINE','CONDITION',TO_DATE('2022-04-05', 'YYYY-MM-DD'),TO_DATE('2022-04-12', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00165');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00112','BOOKFINE','OVERDUE',TO_DATE('2022-04-08', 'YYYY-MM-DD'),TO_DATE('2022-04-15', 'YYYY-MM-DD'),3.00,3.00,0.00,'WAIVED',NULL);
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00113','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2022-04-08', 'YYYY-MM-DD'),TO_DATE('2022-04-15', 'YYYY-MM-DD'),8.99,3.00,5.99,'SETTLED','PY00167');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00114','ROOMFINE','CONDITION',TO_DATE('2022-04-10', 'YYYY-MM-DD'),TO_DATE('2022-04-17', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00169');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00115','BOOKFINE','CONDITION',TO_DATE('2022-04-12', 'YYYY-MM-DD'),TO_DATE('2022-04-19', 'YYYY-MM-DD'),25.21,3.00,22.21,'SETTLED','PY00168');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00116','BOOKFINE','CONDITION',TO_DATE('2022-05-09', 'YYYY-MM-DD'),TO_DATE('2022-05-16', 'YYYY-MM-DD'),18.70,5.00,13.70,'SETTLED','PY00173');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00117','BOOKFINE','CONDITION',TO_DATE('2022-05-09', 'YYYY-MM-DD'),TO_DATE('2022-05-16', 'YYYY-MM-DD'),15.55,5.00,10.55,'SETTLED','PY00176');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00118','ROOMFINE','CONDITION',TO_DATE('2022-05-15', 'YYYY-MM-DD'),TO_DATE('2022-05-22', 'YYYY-MM-DD'),15.00,3.00,12.00,'SETTLED','PY00177');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00119','BOOKFINE','CONDITION',TO_DATE('2022-05-18', 'YYYY-MM-DD'),TO_DATE('2022-05-25', 'YYYY-MM-DD'),16.70,0.00,16.70,'SETTLED','PY00178');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00120','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2022-05-24', 'YYYY-MM-DD'),TO_DATE('2022-05-31', 'YYYY-MM-DD'),71.53,0.00,71.53,'SETTLED','PY00179');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00121','BOOKFINE','CONDITION',TO_DATE('2022-06-20', 'YYYY-MM-DD'),TO_DATE('2022-06-27', 'YYYY-MM-DD'),56.32,3.00,53.32,'SETTLED','PY00182');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00122','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2022-06-21', 'YYYY-MM-DD'),TO_DATE('2022-06-28', 'YYYY-MM-DD'),24.72,0.00,24.72,'SETTLED','PY00183');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00123','ROOMFINE','CONDITION',TO_DATE('2022-07-28', 'YYYY-MM-DD'),TO_DATE('2022-08-04', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00188');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00124','ROOMFINE','CONDITION',TO_DATE('2022-07-29', 'YYYY-MM-DD'),TO_DATE('2022-08-05', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00187');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00125','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2022-08-23', 'YYYY-MM-DD'),TO_DATE('2022-08-30', 'YYYY-MM-DD'),9.10,3.00,6.10,'SETTLED','PY00191');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00126','ROOMFINE','CONDITION',TO_DATE('2022-08-24', 'YYYY-MM-DD'),TO_DATE('2022-08-31', 'YYYY-MM-DD'),100.00,5.00,95.00,'SETTLED','PY00193');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00127','ROOMFINE','CONDITION',TO_DATE('2022-08-25', 'YYYY-MM-DD'),TO_DATE('2022-09-01', 'YYYY-MM-DD'),15.00,3.00,12.00,'SETTLED','PY00192');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00128','ROOMFINE','CONDITION',TO_DATE('2022-09-22', 'YYYY-MM-DD'),TO_DATE('2022-09-29', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00196');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00129','ROOMFINE','CONDITION',TO_DATE('2022-10-12', 'YYYY-MM-DD'),TO_DATE('2022-10-19', 'YYYY-MM-DD'),15.00,3.00,12.00,'SETTLED','PY00197');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00130','BOOKFINE','CONDITION',TO_DATE('2022-10-31', 'YYYY-MM-DD'),TO_DATE('2022-11-07', 'YYYY-MM-DD'),8.62,0.00,8.62,'SETTLED','PY00201');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00131','ROOMFINE','CONDITION',TO_DATE('2022-11-17', 'YYYY-MM-DD'),TO_DATE('2022-11-24', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00203');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00132','ROOMFINE','CONDITION',TO_DATE('2022-11-21', 'YYYY-MM-DD'),TO_DATE('2022-11-28', 'YYYY-MM-DD'),100.00,1.00,99.00,'SETTLED','PY00205');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00133','ROOMFINE','CONDITION',TO_DATE('2022-12-27', 'YYYY-MM-DD'),TO_DATE('2023-01-03', 'YYYY-MM-DD'),15.00,1.00,14.00,'SETTLED','PY00210');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00134','ROOMFINE','CONDITION',TO_DATE('2023-01-15', 'YYYY-MM-DD'),TO_DATE('2023-01-22', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00212');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00135','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2023-01-22', 'YYYY-MM-DD'),TO_DATE('2023-01-29', 'YYYY-MM-DD'),94.65,3.00,91.65,'SETTLED','PY00213');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00136','BOOKFINE','OVERDUE',TO_DATE('2023-01-29', 'YYYY-MM-DD'),TO_DATE('2023-02-05', 'YYYY-MM-DD'),7.00,5.00,2.00,'SETTLED','PY00214');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00137','ROOMFINE','CONDITION',TO_DATE('2023-02-21', 'YYYY-MM-DD'),TO_DATE('2023-02-28', 'YYYY-MM-DD'),15.00,3.00,12.00,'SETTLED','PY00217');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00138','ROOMFINE','CONDITION',TO_DATE('2023-03-14', 'YYYY-MM-DD'),TO_DATE('2023-03-21', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00221');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00139','ROOMFINE','CONDITION',TO_DATE('2023-03-17', 'YYYY-MM-DD'),TO_DATE('2023-03-24', 'YYYY-MM-DD'),15.00,3.00,12.00,'SETTLED','PY00219');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00140','BOOKFINE','CONDITION',TO_DATE('2023-04-04', 'YYYY-MM-DD'),TO_DATE('2023-04-11', 'YYYY-MM-DD'),95.95,1.00,94.95,'SETTLED','PY00222');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00141','ROOMFINE','CONDITION',TO_DATE('2023-04-22', 'YYYY-MM-DD'),TO_DATE('2023-04-29', 'YYYY-MM-DD'),100.00,1.00,99.00,'SETTLED','PY00223');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00142','BOOKFINE','CONDITION',TO_DATE('2023-05-02', 'YYYY-MM-DD'),TO_DATE('2023-05-09', 'YYYY-MM-DD'),11.26,0.00,11.26,'SETTLED','PY00225');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00143','ROOMFINE','CONDITION',TO_DATE('2023-05-18', 'YYYY-MM-DD'),TO_DATE('2023-05-25', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00226');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00144','ROOMFINE','CONDITION',TO_DATE('2023-05-21', 'YYYY-MM-DD'),TO_DATE('2023-05-28', 'YYYY-MM-DD'),100.00,3.00,97.00,'SETTLED','PY00228');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00145','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2023-06-13', 'YYYY-MM-DD'),TO_DATE('2023-06-20', 'YYYY-MM-DD'),64.54,3.00,61.54,'SETTLED','PY00232');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00146','BOOKFINE','CONDITION',TO_DATE('2023-06-18', 'YYYY-MM-DD'),TO_DATE('2023-06-25', 'YYYY-MM-DD'),11.81,0.00,11.81,'SETTLED','PY00231');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00147','BOOKFINE','CONDITION',TO_DATE('2023-06-22', 'YYYY-MM-DD'),TO_DATE('2023-06-29', 'YYYY-MM-DD'),72.26,0.00,72.26,'SETTLED','PY00234');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00148','BOOKFINE','CONDITION',TO_DATE('2023-06-23', 'YYYY-MM-DD'),TO_DATE('2023-06-30', 'YYYY-MM-DD'),40.20,3.00,37.20,'SETTLED','PY00233');
